target_chembl_id,target_name,molecule_chembl_id,activity_type,activity_value,activity_units
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL239051,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL397780,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL397105,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL240336,IC50,9000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL240335,IC50,3600.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL240118,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL393747,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL413803,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL413802,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL392071,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL392070,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL239475,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL239052,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL393526,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL397796,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL410643,IC50,11.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512440,IC50,32.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469209,IC50,139.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512092,IC50,16.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498184,IC50,32.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498185,IC50,54.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498383,IC50,65.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL521721,IC50,17.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL496331,IC50,43.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL496332,IC50,14.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498392,IC50,29.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL525352,IC50,45.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL522069,IC50,4.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL496541,IC50,4.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL496542,IC50,8.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498000,IC50,39.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL526463,IC50,4.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498001,IC50,36.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498002,IC50,14.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL489602,IC50,9.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL491440,IC50,21.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL491441,IC50,30.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL491641,IC50,245.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL490428,IC50,4.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL489596,IC50,12.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL522910,IC50,7.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL496940,IC50,6.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL496941,IC50,103.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498379,IC50,231.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498586,IC50,103.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL498587,IC50,89.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL524466,IC50,72.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469099,IC50,701.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL478633,IC50,60.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL478425,IC50,74.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL513924,IC50,35.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL514061,IC50,2525.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL476953,IC50,1392.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL477999,IC50,126.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL453232,IC50,2124.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL477787,IC50,50000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469059,IC50,50000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512470,IC50,50000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469057,IC50,19040.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL463606,IC50,40000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469058,IC50,40000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469052,IC50,1176.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512293,IC50,1482.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL466962,IC50,3887.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL466957,IC50,31710.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL466106,IC50,26240.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL466956,IC50,5973.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL514869,IC50,18.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469035,IC50,249.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469200,IC50,80.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL453240,IC50,153.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL467966,IC50,357.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512624,IC50,230.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL504616,IC50,49.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL467561,IC50,285.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL467395,IC50,51.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL511228,IC50,90.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL467394,IC50,17.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL467553,IC50,81.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469208,IC50,123.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512834,IC50,26.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469202,IC50,21.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512650,IC50,94.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512648,IC50,20.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469194,IC50,74.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469193,IC50,5731.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469029,IC50,20000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL467552,IC50,7574.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512091,IC50,155.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL511605,IC50,50.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469271,IC50,1050.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469270,IC50,366.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL512815,IC50,549.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL451883,IC50,605.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL449786,IC50,783.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469249,IC50,15280.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469248,IC50,11240.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL468218,IC50,1631.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL469201,IC50,614.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL449049,IC50,722.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL583874,IC50,10000.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL570833,IC50,945.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL589258,IC50,16.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1085178,IC50,5.2,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1085177,IC50,0.7,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1084926,IC50,16.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1083192,IC50,2.4,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1083810,IC50,6.6,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1083809,IC50,100.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1085160,IC50,1.4,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1077023,IC50,310.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1086924,IC50,12.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1086923,IC50,0.9,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1078983,IC50,5300.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1091978,IC50,6.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL551440,IC50,64.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1082621,IC50,0.6,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213082,IC50,130.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213083,IC50,180.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213084,IC50,0.7,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213085,IC50,9.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213116,IC50,7.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213117,IC50,1.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213118,IC50,0.5,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213119,IC50,40.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213120,IC50,21.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213168,IC50,90.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1213169,IC50,34.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242285,IC50,130.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242286,IC50,206.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1241299,IC50,23.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242287,IC50,41.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242376,IC50,112.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242377,IC50,65.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242378,IC50,3030.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242468,IC50,4350.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242469,IC50,1370.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242470,IC50,716.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242566,IC50,777.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242567,IC50,213.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242568,IC50,142.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242656,IC50,58.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242657,IC50,193.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242658,IC50,514.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242748,IC50,15.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242749,IC50,49.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242750,IC50,74.0,nM
CHEMBL3130,PI3-kinase p110-delta subunit,CHEMBL1242844,IC50,1985.0,nM
CHEMBL4014,Tyrosine-protein kinase ABL2,CHEMBL261454,Kd,1870.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL401930,IC50,150.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL120077,IC50,100000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL382608,IC50,100.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL381282,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL426311,IC50,200.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL383300,IC50,200.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207736,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL383241,IC50,100.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205368,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL204933,IC50,200.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206796,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206504,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207147,IC50,800.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL383672,IC50,800.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207032,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205316,IC50,300.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL383006,IC50,500.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207820,IC50,800.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205588,IC50,500.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205587,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL381161,IC50,9000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL378811,IC50,100.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205098,IC50,200.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL425599,IC50,7500.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205911,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL426131,IC50,7900.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206853,IC50,600.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208169,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL426673,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL382809,IC50,300.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL203676,IC50,8000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL377957,IC50,200.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL379118,IC50,400.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205943,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205034,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL383834,IC50,3000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL203675,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208054,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207312,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL438623,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL381609,IC50,2000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208042,IC50,600.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205942,IC50,700.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL203178,IC50,7000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL203020,IC50,1500.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207935,IC50,700.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL378596,IC50,1200.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL381308,IC50,1000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206322,IC50,700.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL380116,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL382637,IC50,900.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206797,IC50,500.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206506,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205642,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL381998,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL204982,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207491,IC50,4.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206927,IC50,544.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL380312,IC50,242.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL380226,IC50,278.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208384,IC50,397.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL425418,IC50,634.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208370,IC50,182.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL204613,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205584,IC50,7550.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL382192,IC50,339.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL204686,IC50,236.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207499,IC50,63.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207259,IC50,345.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207126,IC50,331.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207232,IC50,635.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208392,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL379969,IC50,1330.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207834,IC50,727.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL205095,IC50,5800.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL439154,IC50,117.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207721,IC50,421.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL383263,IC50,1810.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL380424,IC50,882.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL379279,IC50,434.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208000,IC50,983.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207961,IC50,54.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207444,IC50,298.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL377708,IC50,73.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL379837,IC50,38.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207084,IC50,29.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206978,IC50,4110.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206977,IC50,5060.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208468,IC50,322.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL378661,IC50,365.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL380515,IC50,262.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206417,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207904,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL379748,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208939,IC50,342.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207551,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL209044,IC50,119.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206876,IC50,232.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208419,IC50,115.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL378964,IC50,2840.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206890,IC50,6500.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL382452,IC50,3230.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207053,IC50,1510.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL379655,IC50,831.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207787,IC50,7320.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207161,IC50,5120.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL381262,IC50,1530.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208368,IC50,507.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL262122,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206363,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207615,IC50,2710.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207605,IC50,35.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206255,IC50,37.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207131,IC50,38.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL381374,IC50,1507.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206524,IC50,93.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL382354,IC50,63.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207015,IC50,126.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207737,IC50,235.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207614,IC50,221.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL207875,IC50,2820.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL380683,IC50,314.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL206731,IC50,504.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL378451,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208734,IC50,727.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL379269,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL378018,IC50,4050.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL379071,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL437693,IC50,2810.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL208322,IC50,3500.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL209189,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL383460,IC50,10000.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL514554,IC50,11.0,nM
CHEMBL2695,Focal adhesion kinase 1,CHEMBL460746,IC50,900.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL437688,IC50,600.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL377337,IC50,20000.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL209159,IC50,340.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL211068,IC50,1000.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL208696,IC50,1350.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL210991,IC50,1250.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL211819,IC50,100.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL377104,IC50,500.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL211768,IC50,600.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL378999,IC50,220.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL212119,IC50,545.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL377175,IC50,455.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL377152,IC50,210.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL211173,IC50,190.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL376984,IC50,630.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL378528,IC50,185.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL209193,IC50,20000.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL211759,IC50,3600.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL208662,IC50,1800.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL534951,IC50,24.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL3215760,IC50,79.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL3216006,IC50,16.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL3216005,IC50,170.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL537877,IC50,100.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL3216649,IC50,140.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL541906,IC50,26.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL390623,IC50,400.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL230778,IC50,30000.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL541647,IC50,2400.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL388480,IC50,160.0,nM
CHEMBL4005,PI3-kinase p110-alpha subunit,CHEMBL230239,IC50,1700.0,nM
